股票代號,季度名稱,單季 EPS (元),單季營收 (億元),單季毛利率 (%)
1258,2023 Q1,1.46,7.34,
1259,2023 Q1,1.04,14.34,
1259,2023 Q2,1.7,14.98,
1259,2023 Q3,1.83,15.96,
1259,2023 Q4,0.59,14.66,
1259,2024 Q1,1.01,14.87,
1259,2024 Q2,1.07,15.22,
1259,2024 Q3,0.13,15.62,
1259,2024 Q4,-0.17,14.74,
1259,2025 Q1,0.27,14.7,
1259,2025 Q2,0.66,15.29,
1259,2025 Q3,0.1,15.35,
1259,2025 Q4,1.42,15.29,
1259,2026 Q1,0.06,15.22,
1268,2023 Q1,3.01,12.96,
1268,2023 Q2,1.79,11.14,
1268,2023 Q3,2.01,12.0,
1268,2023 Q4,0.81,13.09,
1268,2024 Q1,4.73,16.79,
1268,2024 Q2,1.54,13.16,
1268,2024 Q3,1.47,14.31,
1268,2024 Q4,2.31,15.04,
1268,2025 Q1,4.39,17.35,
1268,2025 Q2,1.76,14.15,
1268,2025 Q3,1.55,14.67,
1268,2025 Q4,2.42,16.1,
1268,2026 Q1,5.87,19.88,
1294,2023 Q2,2.65,2.47,
1294,2023 Q4,7.66,3.78,
1294,2024 Q1,1.84,1.8,
1294,2024 Q2,1.83,2.17,
1294,2024 Q3,1.69,1.98,
1294,2024 Q4,1.08,1.53,
1294,2025 Q1,1.17,1.75,
1294,2025 Q2,1.27,1.94,
1294,2025 Q3,1.0,1.96,
1294,2025 Q4,1.23,2.14,
1294,2026 Q1,1.41,2.28,
1295,2023 Q2,2.01,3.89,
1295,2023 Q4,3.68,4.34,
1295,2024 Q2,2.98,4.7,
1295,2024 Q3,1.81,2.73,
1295,2024 Q4,0.7,2.46,
1295,2025 Q1,1.26,2.34,
1295,2025 Q2,1.92,3.09,
1295,2025 Q3,0.92,2.11,
1295,2025 Q4,1.22,2.85,
1295,2026 Q1,0.39,2.15,
1432,2023 Q1,0.17,3.11,
1432,2023 Q2,0.11,3.24,
1432,2023 Q3,0.48,3.8,
1432,2023 Q4,-0.09,3.1,
1432,2024 Q1,0.0,3.26,
1432,2024 Q2,-0.11,3.18,
1432,2024 Q3,-0.07,3.34,
1432,2024 Q4,-0.28,3.01,
1432,2025 Q1,0.05,3.42,
1432,2025 Q2,-0.23,3.33,
1432,2025 Q3,-0.18,3.52,
1432,2025 Q4,6.39,3.12,
1432,2026 Q1,-0.54,1.98,
1439,2023 Q1,0.54,0.9,
1439,2023 Q2,0.56,0.21,
1439,2023 Q3,0.27,0.37,
1439,2023 Q4,0.63,0.52,
1439,2024 Q1,0.54,0.33,
1439,2024 Q2,0.13,0.31,
1439,2024 Q3,0.38,0.14,
1439,2024 Q4,0.69,0.2,
1439,2025 Q1,0.73,1.36,
1439,2025 Q2,0.49,0.97,
1439,2025 Q3,0.87,2.83,
1439,2025 Q4,1.12,2.97,
1439,2026 Q1,0.59,0.76,
1443,2023 Q1,0.25,1.66,
1443,2023 Q2,0.19,1.81,
1443,2023 Q3,0.82,2.24,
1443,2023 Q4,0.03,2.1,
1443,2024 Q1,0.72,2.14,
1443,2024 Q2,0.41,2.17,
1443,2024 Q3,0.42,2.41,
1443,2024 Q4,0.25,2.53,
1443,2025 Q1,0.55,2.55,
1443,2025 Q2,-0.48,2.52,
1443,2025 Q3,0.46,2.45,
1443,2025 Q4,0.61,2.29,
1443,2026 Q1,0.52,2.25,
1453,2023 Q1,0.0,0.0,
1453,2023 Q2,0.12,0.0,
1453,2023 Q3,-0.08,0.0,
1453,2023 Q4,0.53,2.03,
1453,2024 Q1,0.15,0.0,
1453,2024 Q2,0.12,0.0,
1453,2024 Q3,-0.15,0.0,
1453,2024 Q4,-0.1,0.0,
1453,2025 Q1,-0.12,0.0,
1453,2025 Q2,0.01,0.0,
1453,2025 Q3,0.15,0.0,
1453,2025 Q4,-0.01,0.0,
1453,2026 Q1,-0.05,0.0,
1456,2023 Q1,-0.63,1.26,
1456,2023 Q2,1.31,9.23,
1456,2023 Q3,-0.12,4.0,
1456,2023 Q4,-0.51,2.36,
1456,2024 Q1,-0.46,2.8,
1456,2024 Q2,-0.44,2.58,
1456,2024 Q3,-0.16,3.05,
1456,2024 Q4,2.18,1.99,
1456,2025 Q1,-0.48,1.64,
1456,2025 Q2,-0.08,2.96,
1456,2025 Q3,-0.34,1.61,
1456,2025 Q4,4.31,2.07,
1456,2026 Q1,-0.43,2.19,
1472,2023 Q1,0.36,2.57,
1472,2023 Q2,0.85,5.37,
1472,2023 Q3,1.55,5.43,
1472,2023 Q4,1.2,6.1,
1472,2024 Q1,1.13,5.73,
1472,2024 Q2,0.26,5.37,
1472,2024 Q3,0.51,5.47,
1472,2024 Q4,1.43,6.78,
1472,2025 Q1,1.76,9.11,
1472,2025 Q2,1.72,8.93,
1472,2025 Q3,1.62,9.24,
1472,2025 Q4,1.3,9.15,
1472,2026 Q1,1.78,9.14,
1563,2023 Q2,1.45,37.15,
1563,2023 Q3,0.71,18.59,
1563,2023 Q4,0.73,22.06,
1563,2024 Q1,1.17,19.54,
1563,2024 Q2,0.72,18.73,
1563,2024 Q3,0.79,17.18,
1563,2024 Q4,0.64,19.28,
1563,2025 Q1,1.53,19.18,
1563,2025 Q2,-0.29,17.15,
1563,2025 Q3,0.19,17.02,
1563,2025 Q4,-0.05,16.43,
1563,2026 Q1,0.6,18.72,
1585,2023 Q2,-0.82,0.44,
1585,2023 Q4,-2.68,0.68,
1585,2024 Q2,-0.41,0.64,
1585,2024 Q4,-2.46,0.56,
1585,2025 Q2,-0.74,0.67,
1585,2025 Q4,-2.4,0.75,
1589,2023 Q1,0.62,22.18,
1589,2023 Q2,0.73,23.42,
1589,2023 Q3,-1.85,19.39,
1589,2023 Q4,-1.75,21.72,
1589,2024 Q1,-4.62,14.2,
1589,2024 Q2,-3.33,17.39,
1589,2024 Q3,2.82,18.47,
1589,2024 Q4,-0.04,21.96,
1589,2025 Q1,-1.87,16.67,
1589,2025 Q2,-0.85,20.83,
1589,2025 Q3,-2.34,20.95,
1591,2023 Q1,-0.45,0.2,
1591,2023 Q2,-0.2,0.08,
1591,2023 Q3,-0.31,0.25,
1591,2023 Q4,-0.47,0.19,
1591,2024 Q1,-0.47,0.37,
1591,2024 Q2,-0.35,0.7,
1591,2024 Q3,-0.64,0.56,
1591,2024 Q4,0.18,0.52,
1591,2025 Q1,-0.52,0.14,
1591,2025 Q2,-0.81,0.35,
1591,2025 Q3,-0.75,0.36,
1591,2025 Q4,-0.66,0.36,
1591,2026 Q1,-0.08,1.32,
1593,2023 Q1,0.26,2.38,
1593,2023 Q2,0.6,2.77,
1593,2023 Q3,0.22,2.68,
1593,2023 Q4,0.21,2.83,
1593,2024 Q1,0.0,2.43,
1593,2024 Q2,0.43,2.63,
1593,2024 Q3,0.58,2.9,
1593,2024 Q4,0.69,3.23,
1593,2025 Q1,0.42,2.76,
1593,2025 Q2,0.44,3.07,
1593,2025 Q3,0.41,3.08,
1593,2025 Q4,0.9,3.65,
1593,2026 Q1,0.58,3.05,
1595,2023 Q1,0.27,3.19,
1595,2023 Q2,0.71,4.93,
1595,2023 Q3,0.53,3.39,
1595,2023 Q4,-0.47,2.58,
1595,2024 Q1,0.36,2.07,
1595,2024 Q2,-0.19,2.08,
1595,2024 Q3,-0.28,2.62,
1595,2024 Q4,0.05,2.38,
1595,2025 Q1,-0.34,2.09,
1595,2025 Q2,-1.06,1.85,
1595,2025 Q3,-0.41,1.1,
1595,2025 Q4,-0.14,2.12,
1595,2026 Q1,-0.74,1.66,
1598,2023 Q1,-0.9,22.46,
1598,2023 Q2,-0.29,15.0,
1598,2023 Q3,0.17,16.65,
1598,2023 Q4,0.04,23.76,
1598,2024 Q1,0.22,17.64,
1598,2024 Q2,-0.7,14.99,
1598,2024 Q3,-0.84,15.86,
1598,2024 Q4,1.75,23.67,
1598,2025 Q1,-0.49,18.64,
1598,2025 Q2,-1.1,13.02,
1598,2025 Q3,0.36,12.81,
1598,2025 Q4,-2.12,16.73,
1598,2026 Q1,0.25,16.38,
1613,2023 Q2,0.64,22.3,
1613,2023 Q4,-0.09,27.16,
1613,2024 Q2,0.97,28.14,
1613,2024 Q4,0.78,32.75,
1613,2025 Q2,1.18,34.4,
1613,2025 Q4,0.95,30.01,
1623,2023 Q4,12.17,42.16,
1623,2024 Q2,6.4,24.75,
1623,2024 Q3,3.75,14.4,
1623,2024 Q4,2.41,15.68,
1623,2025 Q2,6.51,32.39,
1623,2025 Q3,2.91,15.98,
1623,2025 Q4,4.19,17.7,
1623,2026 Q1,4.33,18.62,
1701,2023 Q1,0.34,20.96,
1701,2023 Q2,0.18,21.07,
1701,2023 Q3,0.19,20.96,
1701,2023 Q4,0.37,22.76,
1701,2024 Q1,0.36,22.84,
1701,2024 Q2,0.27,22.16,
1716,2023 Q2,3.23,22.66,
1716,2023 Q4,6.71,24.68,
1716,2024 Q2,3.28,23.72,
1716,2024 Q4,6.35,26.03,
1716,2025 Q2,4.08,26.94,
1716,2025 Q4,6.67,25.66,
1736,2023 Q1,-2.14,70.35,
1736,2023 Q2,1.1,86.36,
1736,2023 Q3,1.22,96.76,
1736,2023 Q4,2.15,127.22,
1736,2024 Q1,-0.46,80.26,
1736,2024 Q2,0.96,103.08,
1736,2024 Q3,1.57,120.75,
1736,2024 Q4,5.94,173.76,
1736,2025 Q1,0.91,106.1,
1736,2025 Q2,0.37,123.06,
1736,2025 Q3,2.14,120.42,
1736,2025 Q4,5.65,193.72,
1736,2026 Q1,0.08,117.92,
1780,2023 Q2,0.63,3.79,
1780,2023 Q4,1.02,3.41,
1780,2024 Q2,0.71,4.28,
1780,2024 Q4,1.05,3.79,
1780,2025 Q1,0.63,2.1,
1780,2025 Q2,-0.46,2.16,
1780,2025 Q3,0.67,2.1,
1780,2025 Q4,0.51,2.14,
1780,2026 Q1,0.4,2.4,
2062,2023 Q1,-0.2,15.05,
2062,2023 Q2,0.5,19.13,
2062,2023 Q3,0.72,20.25,
2062,2023 Q4,0.55,21.24,
2062,2024 Q1,0.73,19.88,
2062,2024 Q2,1.07,20.43,
2062,2024 Q3,0.38,18.11,
2062,2024 Q4,0.55,17.3,
2062,2025 Q1,0.19,15.24,
2062,2025 Q2,0.12,15.18,
2062,2025 Q3,-0.13,16.14,
2062,2025 Q4,0.2,16.33,
2062,2026 Q1,0.0,16.3,
2072,2023 Q2,-0.78,25.63,
2072,2023 Q4,6.67,56.5,
2072,2024 Q2,5.97,43.38,
2072,2024 Q4,10.62,53.27,
2072,2025 Q1,2.49,27.92,
2072,2025 Q2,5.21,26.24,
2072,2025 Q3,2.35,22.79,
2072,2025 Q4,4.38,25.8,
2072,2026 Q1,5.26,39.48,
2230,2023 Q1,0.33,1.12,
2230,2023 Q2,0.47,1.33,
2230,2023 Q3,0.93,1.84,
2230,2023 Q4,1.01,2.29,
2230,2024 Q1,1.87,2.8,
2230,2024 Q2,1.89,2.97,
2230,2024 Q3,1.37,4.59,
2230,2024 Q4,0.98,9.44,
2230,2025 Q1,0.17,4.52,
2230,2025 Q2,-0.32,3.15,
2230,2025 Q3,-0.01,5.41,
2230,2025 Q4,-0.86,7.18,
2230,2026 Q1,-1.21,7.34,
2241,2023 Q1,-0.75,1.71,
2241,2023 Q2,-0.59,2.13,
2241,2023 Q3,-0.37,2.46,
2241,2023 Q4,-0.77,2.53,
2241,2024 Q1,-0.31,1.85,
2241,2024 Q2,-0.4,1.69,
2241,2024 Q3,-0.43,1.69,
2241,2024 Q4,-0.84,1.65,
2241,2025 Q1,-0.23,1.76,
2241,2025 Q2,-0.13,1.46,
2241,2025 Q3,-0.24,1.89,
2241,2025 Q4,-0.1,2.75,
2241,2026 Q1,-0.15,2.18,
2248,2023 Q2,0.86,7.46,
2248,2023 Q4,3.29,11.81,
2248,2024 Q2,3.08,9.26,
2248,2024 Q3,1.6,5.49,
2248,2024 Q4,1.74,6.0,
2248,2025 Q1,1.27,4.56,
2248,2025 Q2,0.87,4.43,
2248,2025 Q3,1.24,5.08,
2248,2025 Q4,1.96,6.59,
2248,2026 Q1,1.87,5.94,
2254,2023 Q1,0.06,1.49,
2254,2023 Q2,-0.39,0.91,
2254,2023 Q3,0.0,1.76,
2254,2023 Q4,-0.45,1.34,
2254,2024 Q1,-0.56,1.08,
2254,2024 Q2,-0.09,1.98,
2254,2024 Q3,-0.04,1.74,
2254,2024 Q4,-0.37,1.53,
2254,2025 Q1,0.13,1.83,
2254,2025 Q2,0.05,1.36,
2254,2025 Q3,-0.29,1.08,
2254,2025 Q4,-0.73,0.51,
2254,2026 Q1,-1.04,0.3,
2258,2023 Q1,-0.3,0.52,
2258,2023 Q2,-0.27,2.31,
2258,2023 Q3,-0.35,3.06,
2258,2023 Q4,-0.29,4.56,
2258,2024 Q1,-0.33,8.22,
2258,2024 Q2,-0.09,36.05,
2258,2024 Q3,-0.32,25.01,
2258,2024 Q4,-0.49,15.93,
2258,2025 Q1,-0.3,17.54,
2258,2025 Q2,-0.38,11.86,
2258,2025 Q3,-0.61,6.33,
2258,2025 Q4,-0.86,5.73,
2258,2026 Q1,-0.51,8.19,
2311,2023 Q2,1.42,974.99,
2311,2023 Q4,1.57,1071.81,
2325,2023 Q2,1.54,532.84,
2325,2023 Q4,1.93,598.83,
2340,2023 Q1,0.16,8.32,
2340,2023 Q2,0.26,10.12,
2340,2023 Q3,0.31,11.21,
2340,2023 Q4,-0.03,10.07,
2340,2024 Q1,-0.08,9.57,
2340,2024 Q2,-0.13,10.81,
2340,2024 Q3,-0.39,11.53,
2340,2024 Q4,-0.56,11.09,
2340,2025 Q1,-0.78,9.67,
2340,2025 Q2,-0.86,11.51,
2340,2025 Q3,-0.55,11.45,
2340,2025 Q4,-0.68,10.63,
2340,2026 Q1,-0.49,9.54,
2358,2023 Q1,-0.73,2.65,
2358,2023 Q2,-0.78,3.62,
2358,2023 Q3,-1.75,1.41,
2384,2023 Q2,0.0,0.0,
2384,2023 Q4,-1.05,0.0,
2384,2024 Q2,0.12,0.0,
2384,2024 Q4,-0.91,0.0,
2384,2025 Q2,-0.28,0.0,
2384,2025 Q4,-1.18,0.0,
2424,2023 Q1,-0.75,0.26,
2424,2023 Q2,-1.12,0.21,
2424,2023 Q3,-1.21,0.17,
2424,2023 Q4,-0.86,0.43,
2424,2024 Q1,-1.21,0.21,
2424,2024 Q2,-1.08,0.24,
2424,2024 Q3,-0.83,0.26,
2424,2024 Q4,-0.23,0.69,
2424,2025 Q1,-0.27,0.65,
2424,2025 Q2,-0.43,0.38,
2424,2025 Q3,-0.6,0.3,
2424,2025 Q4,-0.04,0.55,
2424,2026 Q1,-0.58,0.37,
2429,2023 Q1,-0.4,1.33,
2429,2023 Q2,-0.28,1.67,
2429,2023 Q3,-0.13,1.11,
2429,2023 Q4,0.24,1.02,
2429,2024 Q1,-0.33,0.6,
2429,2024 Q2,-0.97,0.65,
2429,2024 Q3,-0.46,0.78,
2429,2024 Q4,-0.48,1.06,
2429,2025 Q1,-0.21,1.18,
2429,2025 Q2,-0.49,0.83,
2429,2025 Q3,-0.23,1.2,
2429,2025 Q4,-0.48,1.69,
2429,2026 Q1,-0.45,1.09,
2432,2023 Q1,0.2,4.15,
2432,2023 Q2,0.43,5.03,
2432,2023 Q3,0.41,5.71,
2432,2023 Q4,0.94,5.96,
2432,2024 Q1,0.23,5.73,
2432,2024 Q2,0.5,5.97,
2432,2024 Q3,0.43,7.1,
2432,2024 Q4,0.72,7.26,
2432,2025 Q1,0.24,7.56,
2432,2025 Q2,0.28,7.16,
2432,2025 Q3,0.46,8.47,
2432,2025 Q4,0.92,9.54,
2432,2026 Q1,0.26,9.51,
2442,2023 Q1,-0.28,0.28,
2442,2023 Q2,0.77,12.19,
2442,2023 Q3,0.23,0.39,
2442,2023 Q4,0.96,12.16,
2442,2024 Q1,0.67,3.39,
2442,2024 Q2,0.25,1.2,
2442,2024 Q3,0.03,1.37,
2442,2024 Q4,0.26,4.98,
2442,2025 Q1,0.29,4.52,
2442,2025 Q2,0.25,2.59,
2442,2025 Q3,0.12,0.94,
2442,2025 Q4,4.59,99.29,
2442,2026 Q1,1.14,31.9,
2443,2023 Q1,0.35,0.03,
2443,2023 Q2,-0.04,0.03,
2443,2023 Q3,-0.08,0.02,
2443,2023 Q4,-1.55,0.13,
2443,2024 Q2,-0.6,0.07,
2443,2024 Q4,-0.9,0.08,
2443,2025 Q2,-0.13,0.26,
2443,2025 Q4,-0.29,0.85,
2459,2023 Q1,1.12,15.52,
2459,2023 Q2,1.21,17.28,
2459,2023 Q3,1.65,22.54,
2459,2023 Q4,1.48,18.86,
2459,2024 Q1,1.44,13.41,
2459,2024 Q2,1.47,12.72,
2459,2024 Q3,1.3,13.31,
2459,2024 Q4,1.1,12.25,
2459,2025 Q1,1.35,11.72,
2459,2025 Q2,1.41,11.79,
2459,2025 Q3,1.63,12.5,
2459,2025 Q4,0.78,13.07,
2459,2026 Q1,1.41,12.46,
2495,2023 Q1,0.26,3.64,
2495,2023 Q2,0.07,3.01,
2495,2023 Q3,0.55,3.71,
2495,2023 Q4,0.0,3.54,
2495,2024 Q1,0.45,3.53,
2495,2024 Q2,0.57,3.21,
2495,2024 Q3,0.68,3.01,
2495,2024 Q4,0.53,3.44,
2495,2025 Q1,0.32,2.74,
2495,2025 Q2,-0.62,2.69,
2495,2025 Q3,0.74,2.9,
2495,2025 Q4,0.68,3.43,
2495,2026 Q1,0.33,3.7,
2601,2023 Q1,0.08,15.27,
2601,2023 Q2,-0.27,13.31,
2601,2023 Q3,-0.27,12.44,
2601,2023 Q4,-1.55,14.0,
2601,2024 Q1,-0.07,12.93,
2601,2024 Q2,-0.01,11.96,
2601,2024 Q3,-0.07,11.11,
2601,2024 Q4,-0.2,12.49,
2601,2025 Q1,-0.16,11.59,
2601,2025 Q2,-0.09,10.07,
2601,2025 Q3,-0.09,9.81,
2601,2025 Q4,-1.29,-16.58,
2601,2026 Q1,-0.02,5.68,
2614,2023 Q1,0.11,13.94,
2614,2023 Q2,0.11,14.33,
2614,2023 Q3,-0.08,14.89,
2614,2023 Q4,-1.18,15.25,
2614,2024 Q1,0.02,14.35,
2614,2024 Q2,0.42,14.26,
2614,2024 Q3,0.2,13.92,
2614,2024 Q4,0.59,14.95,
2614,2025 Q1,0.28,12.88,
2614,2025 Q2,0.56,13.77,
2614,2025 Q3,0.64,13.75,
2614,2025 Q4,0.57,14.34,
2614,2026 Q1,0.3,12.39,
2640,2023 Q1,1.88,6.76,
2640,2023 Q2,1.61,7.01,
2640,2023 Q3,1.68,7.03,
2640,2023 Q4,1.91,7.92,
2640,2024 Q1,1.94,7.3,
2640,2024 Q2,2.0,7.44,
2640,2024 Q3,2.47,7.52,
2640,2024 Q4,2.52,7.97,
2640,2025 Q1,2.15,7.73,
2640,2025 Q2,2.19,7.68,
2640,2025 Q3,2.17,7.7,
2640,2025 Q4,2.5,8.43,
2640,2026 Q1,2.36,8.15,
2646,2023 Q2,0.18,98.81,
2646,2023 Q4,0.08,125.91,
2646,2024 Q1,0.3,79.95,
2646,2024 Q2,0.11,83.37,
2646,2024 Q3,0.25,95.95,
2646,2024 Q4,-0.11,96.2,
2646,2025 Q1,0.3,111.95,
2646,2025 Q2,0.0,107.7,
2646,2025 Q3,-0.15,107.32,
2646,2025 Q4,-0.07,113.56,
2646,2026 Q1,0.3,137.6,
2701,2023 Q1,0.05,0.75,
2701,2023 Q2,0.12,0.73,
2701,2023 Q3,0.25,0.79,
2701,2023 Q4,0.1,0.7,
2701,2024 Q1,0.06,0.76,
2701,2024 Q2,0.18,0.8,
2701,2024 Q3,0.27,0.77,
2701,2024 Q4,0.01,0.58,
2701,2025 Q1,0.1,0.62,
2701,2025 Q2,0.16,0.64,
2701,2025 Q3,0.23,0.66,
2701,2025 Q4,0.07,0.62,
2701,2026 Q1,0.11,0.66,
2702,2023 Q1,-0.26,3.25,
2702,2023 Q2,0.22,3.69,
2702,2023 Q3,0.54,3.75,
2702,2023 Q4,-0.34,3.65,
2702,2024 Q1,0.29,3.33,
2702,2024 Q2,0.23,3.73,
2702,2024 Q3,-0.19,3.79,
2702,2024 Q4,-0.07,3.57,
2702,2025 Q1,0.21,3.56,
2702,2025 Q2,-1.06,3.49,
2702,2025 Q3,0.24,3.39,
2702,2025 Q4,0.26,3.65,
2702,2026 Q1,0.19,3.64,
2704,2023 Q1,0.54,3.86,
2704,2023 Q2,1.36,2.75,
2704,2023 Q3,-0.15,3.12,
2704,2023 Q4,-0.41,3.06,
2704,2024 Q1,4.29,3.53,
2704,2024 Q2,-0.02,2.97,
2704,2024 Q3,-0.91,3.28,
2704,2024 Q4,-0.59,3.26,
2704,2025 Q1,-1.05,3.76,
2704,2025 Q2,0.63,3.07,
2704,2025 Q3,1.39,3.13,
2704,2025 Q4,-0.4,3.62,
2704,2026 Q1,0.16,3.79,
2705,2023 Q1,-0.26,4.8,
2705,2023 Q2,-0.49,4.61,
2705,2023 Q3,-0.09,6.11,
2705,2023 Q4,0.33,6.59,
2705,2024 Q1,0.0,5.06,
2705,2024 Q2,-0.26,4.97,
2705,2024 Q3,0.15,6.29,
2705,2024 Q4,0.57,6.93,
2705,2025 Q1,-0.23,5.18,
2705,2025 Q2,-0.09,5.37,
2705,2025 Q3,-0.13,5.66,
2705,2025 Q4,1.32,6.7,
2705,2026 Q1,-0.21,5.11,
2706,2023 Q1,0.06,0.82,
2706,2023 Q2,0.16,0.86,
2706,2023 Q3,0.25,0.86,
2706,2023 Q4,0.13,0.89,
2706,2024 Q1,0.05,0.85,
2706,2024 Q2,0.21,0.83,
2706,2024 Q3,0.28,0.97,
2706,2024 Q4,0.02,0.9,
2706,2025 Q1,0.12,0.89,
2706,2025 Q2,0.2,0.87,
2706,2025 Q3,0.23,1.08,
2706,2025 Q4,0.09,0.94,
2706,2026 Q1,0.14,0.9,
2707,2023 Q1,2.84,17.39,
2707,2023 Q2,2.7,15.99,
2707,2023 Q3,2.31,16.3,
2707,2023 Q4,3.27,17.98,
2707,2024 Q1,3.33,17.47,
2707,2024 Q2,2.32,13.88,
2707,2024 Q3,1.74,14.47,
2707,2024 Q4,3.18,17.14,
2707,2025 Q1,3.16,18.55,
2707,2025 Q2,2.44,15.8,
2707,2025 Q3,2.33,15.7,
2707,2025 Q4,3.49,18.28,
2707,2026 Q1,5.73,19.46,
2712,2023 Q1,0.13,1.57,
2712,2023 Q2,0.03,1.45,
2712,2023 Q3,0.31,2.15,
2712,2023 Q4,0.0,1.38,
2712,2024 Q1,-0.09,1.26,
2712,2024 Q2,-0.71,0.3,
2712,2024 Q3,-0.35,0.95,
2712,2024 Q4,-0.26,1.04,
2712,2025 Q1,-0.19,1.15,
2712,2025 Q2,-0.15,1.22,
2712,2025 Q3,0.22,1.86,
2712,2025 Q4,-0.27,1.02,
2712,2026 Q1,-0.14,1.25,
2718,2023 Q1,3.03,8.02,
2718,2023 Q2,3.4,9.05,
2718,2023 Q3,1.04,2.37,
2718,2023 Q4,0.48,2.31,
2718,2024 Q1,1.16,3.0,
2718,2024 Q2,0.08,0.78,
2718,2024 Q3,33.25,37.51,
2718,2024 Q4,0.84,1.21,
2718,2025 Q1,0.68,0.26,
2718,2025 Q2,8.52,17.79,
2718,2025 Q3,6.27,11.18,
2718,2025 Q4,1.47,0.99,
2718,2026 Q1,2.63,1.48,
2719,2023 Q1,0.02,1.1,
2719,2023 Q2,-0.09,2.45,
2719,2023 Q3,0.23,3.92,
2719,2023 Q4,1.38,3.51,
2719,2024 Q1,0.41,5.46,
2719,2024 Q2,1.44,5.23,
2719,2024 Q3,0.06,7.38,
2719,2024 Q4,-0.64,4.79,
2719,2025 Q1,0.16,6.1,
2719,2025 Q2,-0.44,4.76,
2719,2025 Q3,-0.19,4.54,
2719,2025 Q4,0.32,4.23,
2719,2026 Q1,0.75,5.23,
2722,2023 Q1,0.2,1.87,
2722,2023 Q2,0.21,1.97,
2722,2023 Q3,0.41,2.36,
2722,2023 Q4,-0.12,1.44,
2722,2024 Q1,0.21,1.54,
2722,2024 Q2,0.0,1.68,
2722,2024 Q3,0.11,1.9,
2722,2024 Q4,-0.29,1.2,
2722,2025 Q1,-0.17,1.34,
2722,2025 Q2,-0.1,1.53,
2722,2025 Q3,-0.06,1.68,
2722,2025 Q4,-0.16,1.14,
2722,2026 Q1,-0.21,1.32,
2723,2023 Q1,1.38,51.98,
2723,2023 Q2,1.47,50.59,
2723,2023 Q3,1.27,51.47,
2723,2023 Q4,0.08,50.2,
2723,2024 Q1,0.89,46.48,
2723,2024 Q2,0.43,46.81,
2723,2024 Q3,0.84,47.33,
2723,2024 Q4,1.12,49.17,
2723,2025 Q1,1.18,48.32,
2723,2025 Q2,0.65,46.21,
2723,2025 Q3,-6.06,43.19,
2723,2025 Q4,1.76,43.35,
2723,2026 Q1,1.31,40.27,
2724,2023 Q1,-0.03,0.07,
2724,2023 Q2,-0.07,0.07,
2724,2023 Q3,0.11,0.06,
2724,2023 Q4,-0.07,1.26,
2724,2024 Q1,-0.84,0.18,
2724,2024 Q2,0.31,0.57,
2724,2024 Q3,3.22,3.9,
2724,2024 Q4,0.28,0.74,
2724,2025 Q1,-0.04,0.4,
2724,2025 Q2,-0.06,0.44,
2724,2025 Q3,-0.26,0.31,
2724,2025 Q4,0.15,0.54,
2724,2026 Q1,-0.43,0.32,
2726,2023 Q1,-0.33,1.8,
2726,2023 Q2,-1.14,2.18,
2726,2023 Q3,-0.07,1.94,
2726,2023 Q4,-1.88,1.53,
2726,2024 Q1,3.69,1.29,
2726,2024 Q2,0.21,1.33,
2726,2024 Q3,0.18,1.41,
2726,2024 Q4,-0.3,1.61,
2726,2025 Q1,-0.67,1.46,
2726,2025 Q2,-0.73,1.51,
2726,2025 Q3,-0.38,1.48,
2726,2025 Q4,-1.78,1.23,
2726,2026 Q1,-0.33,1.35,
2727,2023 Q1,5.01,56.1,
2727,2023 Q2,4.84,53.82,
2727,2023 Q3,4.59,58.25,
2727,2023 Q4,3.24,55.01,
2727,2024 Q1,3.77,56.52,
2727,2024 Q2,4.24,53.6,
2727,2024 Q3,4.4,57.53,
2727,2024 Q4,3.25,55.26,
2727,2025 Q1,4.41,59.54,
2727,2025 Q2,3.46,54.8,
2727,2025 Q3,4.13,58.89,
2727,2025 Q4,4.01,61.29,
2727,2026 Q1,5.04,65.19,
2729,2023 Q1,4.84,14.6,
2729,2023 Q2,4.07,13.83,
2729,2023 Q3,3.32,15.06,
2729,2023 Q4,1.31,13.75,
2729,2024 Q1,2.52,15.37,
2729,2024 Q2,2.38,15.07,
2729,2024 Q3,2.89,16.03,
2729,2024 Q4,4.34,14.29,
2729,2025 Q1,2.56,15.97,
2729,2025 Q2,1.91,14.55,
2729,2025 Q3,2.45,15.65,
2729,2025 Q4,0.24,14.87,
2729,2026 Q1,1.64,16.53,
2731,2023 Q1,1.08,32.92,
2731,2023 Q2,2.37,55.04,
2731,2023 Q3,2.83,66.52,
2731,2023 Q4,8.81,60.64,
2731,2024 Q1,3.49,59.45,
2731,2024 Q2,3.15,74.22,
2731,2024 Q3,0.89,80.15,
2731,2024 Q4,2.27,69.46,
2731,2025 Q1,4.57,71.46,
2731,2025 Q2,3.94,78.47,
2731,2025 Q3,4.8,74.08,
2731,2025 Q4,4.18,76.27,
2731,2026 Q1,4.17,81.3,
2732,2023 Q1,1.53,9.98,
2732,2023 Q2,1.83,10.16,
2732,2023 Q3,2.03,10.4,
2732,2023 Q4,1.03,10.41,
2732,2024 Q1,1.23,9.71,
2732,2024 Q2,1.5,10.23,
2732,2024 Q3,1.45,10.57,
2732,2024 Q4,0.62,9.64,
2732,2025 Q1,0.26,9.33,
2732,2025 Q2,-0.58,10.32,
2732,2025 Q3,0.59,11.67,
2732,2025 Q4,0.81,11.68,
