股票代號,季度名稱,單季 EPS (元),單季營收 (億元),單季毛利率 (%)
5234,2025 Q4,2.04,11.86,
5234,2026 Q1,2.21,12.01,
5236,2023 Q1,1.07,3.24,
5236,2023 Q2,1.86,4.02,
5236,2023 Q3,2.35,4.8,
5236,2023 Q4,2.08,4.44,
5236,2024 Q1,1.94,3.64,
5236,2024 Q2,1.89,4.07,
5236,2024 Q3,2.42,5.5,
5236,2024 Q4,2.01,4.97,
5236,2025 Q1,2.08,5.06,
5236,2025 Q2,2.15,4.86,
5236,2025 Q3,2.3,5.45,
5236,2025 Q4,2.12,4.64,
5236,2026 Q1,2.97,5.87,
5240,2023 Q2,1.28,2.45,
5240,2023 Q4,2.86,2.43,
5240,2024 Q2,0.5,1.89,
5240,2024 Q4,0.67,2.16,
5240,2025 Q2,-0.77,2.03,
5240,2025 Q4,0.5,2.86,
5243,2023 Q1,0.96,29.92,
5243,2023 Q2,1.25,31.4,
5243,2023 Q3,0.84,27.33,
5243,2023 Q4,0.5,26.97,
5243,2024 Q1,0.6,28.75,
5243,2024 Q2,0.81,31.69,
5243,2024 Q3,0.96,33.95,
5243,2024 Q4,0.99,36.55,
5243,2025 Q1,1.0,33.8,
5243,2025 Q2,1.16,30.34,
5243,2025 Q3,1.21,27.74,
5243,2025 Q4,1.03,28.91,
5243,2026 Q1,1.47,31.37,
5244,2023 Q1,0.47,1.93,
5244,2023 Q2,0.52,2.0,
5244,2023 Q3,0.65,2.25,
5244,2023 Q4,0.76,2.63,
5244,2024 Q1,0.57,1.83,
5244,2024 Q2,0.5,2.17,
5244,2024 Q3,0.63,2.3,
5244,2024 Q4,0.75,2.29,
5244,2025 Q1,0.43,1.79,
5244,2025 Q2,-0.21,2.15,
5244,2025 Q3,0.42,2.21,
5244,2025 Q4,-0.13,2.29,
5244,2026 Q1,-0.48,1.61,
5245,2023 Q1,0.09,2.57,
5245,2023 Q2,-0.47,2.39,
5245,2023 Q3,-1.36,2.01,
5245,2023 Q4,-1.48,1.99,
5245,2024 Q1,-0.72,2.12,
5245,2024 Q2,-0.61,2.33,
5245,2024 Q3,-0.88,2.32,
5245,2024 Q4,-0.92,2.22,
5245,2025 Q1,-0.91,2.14,
5245,2025 Q2,-1.27,2.28,
5245,2025 Q3,-1.05,1.6,
5245,2025 Q4,-1.66,1.74,
5245,2026 Q1,-0.79,1.72,
5246,2023 Q2,1.04,8.42,
5246,2023 Q4,0.01,5.83,
5246,2024 Q2,-1.7,4.39,
5246,2024 Q4,-3.32,5.25,
5246,2025 Q2,-0.83,5.49,
5246,2025 Q4,-2.04,4.78,
5248,2023 Q2,0.42,2.01,
5248,2023 Q4,0.86,1.7,
5248,2024 Q2,1.14,2.32,
5248,2024 Q4,1.81,2.16,
5248,2025 Q2,0.15,1.87,
5248,2025 Q4,-0.46,1.81,
5251,2023 Q1,-0.56,0.34,
5251,2023 Q2,-0.46,0.38,
5251,2023 Q3,-0.41,0.47,
5251,2023 Q4,-0.41,0.6,
5251,2024 Q1,0.06,0.55,
5251,2024 Q2,0.15,0.71,
5251,2024 Q3,-0.39,0.51,
5251,2024 Q4,0.23,1.01,
5251,2025 Q1,0.13,0.97,
5251,2025 Q2,-0.41,0.73,
5251,2025 Q3,0.16,0.7,
5251,2025 Q4,0.16,0.65,
5251,2026 Q1,0.1,0.89,
5254,2023 Q1,0.37,1.72,
5254,2023 Q2,1.18,1.69,
5254,2023 Q4,1.46,2.59,
5254,2024 Q2,1.94,3.01,
5254,2024 Q4,3.07,3.29,
5254,2025 Q2,1.14,3.56,
5254,2025 Q4,2.38,3.66,
5258,2023 Q1,2.18,17.27,
5258,2023 Q2,2.0,19.69,
5258,2023 Q3,2.45,20.93,
5258,2023 Q4,2.22,22.57,
5258,2024 Q1,1.75,17.13,
5258,2024 Q2,1.46,18.85,
5258,2024 Q3,1.53,20.94,
5258,2024 Q4,1.76,21.33,
5258,2025 Q1,0.28,15.77,
5258,2025 Q2,0.02,19.13,
5258,2025 Q3,1.27,20.55,
5258,2025 Q4,2.67,23.17,
5258,2026 Q1,-0.61,16.04,
5262,2023 Q2,1.29,9.63,
5262,2023 Q4,4.56,12.96,
5262,2024 Q1,2.05,6.98,
5262,2024 Q2,2.23,6.56,
5262,2024 Q3,0.92,5.99,
5262,2024 Q4,0.21,6.28,
5262,2025 Q1,0.26,5.01,
5262,2025 Q2,0.07,4.64,
5262,2025 Q3,0.18,4.77,
5262,2025 Q4,0.86,6.2,
5262,2026 Q1,1.6,6.44,
5263,2023 Q1,-0.15,1.81,
5263,2023 Q2,-1.53,1.95,
5263,2023 Q3,0.0,2.31,
5263,2023 Q4,-1.1,2.56,
5263,2024 Q1,0.12,2.24,
5263,2024 Q2,-0.36,2.58,
5263,2024 Q3,0.43,4.02,
5263,2024 Q4,0.9,5.08,
5263,2025 Q1,-0.63,2.59,
5263,2025 Q2,-3.36,3.08,
5263,2025 Q3,1.06,3.49,
5263,2025 Q4,0.1,4.22,
5263,2026 Q1,0.67,3.29,
5267,2023 Q2,0.58,1.57,
5267,2023 Q4,1.28,2.06,
5267,2024 Q2,2.17,2.7,
5267,2024 Q4,2.87,1.79,
5267,2025 Q2,0.04,1.47,
5267,2025 Q4,1.0,1.72,
5269,2023 Q1,5.63,13.99,
5269,2023 Q2,7.08,15.58,
5269,2023 Q3,9.74,17.34,
5269,2023 Q4,9.74,17.11,
5269,2024 Q1,12.8,19.48,
5269,2024 Q2,13.18,21.06,
5269,2024 Q3,13.06,21.27,
5269,2024 Q4,12.54,19.0,
5269,2025 Q1,16.39,25.09,
5269,2025 Q2,15.02,33.93,
5269,2025 Q3,21.21,39.92,
5269,2025 Q4,20.08,35.2,
5269,2026 Q1,24.85,34.98,
5271,2023 Q2,-0.33,2.74,
5271,2023 Q4,-0.82,3.0,
5271,2024 Q2,-0.51,2.91,
5271,2024 Q4,-1.29,3.07,
5271,2025 Q2,-0.6,3.49,
5271,2025 Q4,0.03,3.77,
5272,2023 Q1,-0.28,0.73,
5272,2023 Q2,-0.23,0.77,
5272,2023 Q3,0.19,0.96,
5272,2023 Q4,-0.24,0.87,
5272,2024 Q1,-0.27,0.82,
5272,2024 Q2,0.48,0.82,
5272,2024 Q3,0.0,0.88,
5272,2024 Q4,-0.3,0.8,
5272,2025 Q1,-0.3,0.85,
5272,2025 Q2,-0.31,1.04,
5272,2025 Q3,-0.24,0.75,
5272,2025 Q4,-0.48,0.77,
5272,2026 Q1,-0.57,0.69,
5274,2023 Q1,4.93,6.69,
5274,2023 Q2,6.37,6.8,
5274,2023 Q3,7.16,7.97,
5274,2023 Q4,8.2,9.84,
5274,2024 Q1,10.36,10.13,
5274,2024 Q2,13.44,13.56,
5274,2024 Q3,19.3,19.86,
5274,2024 Q4,24.95,21.04,
5274,2025 Q1,23.46,20.65,
5274,2025 Q2,16.65,22.47,
5274,2025 Q3,32.12,23.3,
5274,2025 Q4,31.69,24.43,
5274,2026 Q1,37.41,31.47,
5276,2023 Q1,-0.02,2.28,
5276,2023 Q2,-0.49,2.05,
5276,2023 Q3,0.2,1.99,
5276,2023 Q4,-0.39,1.59,
5276,2024 Q1,0.02,1.84,
5276,2024 Q2,0.12,1.92,
5276,2024 Q3,0.45,2.43,
5276,2024 Q4,0.14,2.73,
5276,2025 Q1,0.33,2.39,
5276,2025 Q2,0.25,2.07,
5276,2025 Q3,0.29,2.36,
5276,2025 Q4,0.26,2.39,
5276,2026 Q1,0.57,2.5,
5277,2023 Q2,-0.75,2.6,
5277,2023 Q4,-1.1,2.5,
5277,2024 Q2,-0.6,2.87,
5277,2024 Q4,-0.55,2.61,
5278,2023 Q1,3.18,4.46,
5278,2023 Q2,2.68,4.76,
5278,2023 Q3,3.35,4.96,
5278,2023 Q4,4.19,6.44,
5278,2024 Q1,0.33,4.52,
5278,2024 Q2,3.01,5.0,
5278,2024 Q3,1.96,5.17,
5278,2024 Q4,-3.77,7.57,
5278,2025 Q1,0.37,5.38,
5278,2025 Q2,0.16,6.48,
5278,2025 Q3,0.19,6.23,
5278,2025 Q4,0.33,8.25,
5278,2026 Q1,0.29,6.29,
5281,2023 Q1,-0.2,1.16,
5281,2023 Q2,-0.45,1.49,
5283,2023 Q1,0.94,12.32,
5283,2023 Q2,3.38,19.76,
5283,2023 Q3,2.29,16.14,
5283,2023 Q4,1.17,13.7,
5283,2024 Q1,-0.46,11.24,
5283,2024 Q2,2.76,19.11,
5283,2024 Q3,3.13,19.38,
5283,2024 Q4,0.97,14.43,
5283,2025 Q1,-0.16,12.66,
5283,2025 Q2,2.59,21.02,
5283,2025 Q3,2.2,16.49,
5283,2025 Q4,1.4,14.52,
5283,2026 Q1,0.16,12.23,
5284,2023 Q1,2.52,5.59,
5284,2023 Q2,2.76,5.62,
5284,2023 Q3,2.99,6.45,
5284,2023 Q4,0.06,4.84,
5284,2024 Q1,-1.26,6.03,
5284,2024 Q2,0.23,4.71,
5284,2024 Q3,0.5,6.15,
5284,2024 Q4,1.55,6.99,
5284,2025 Q1,2.51,8.06,
5284,2025 Q2,2.1,8.44,
5284,2025 Q3,4.56,9.5,
5284,2025 Q4,2.89,11.31,
5284,2026 Q1,4.13,11.66,
5285,2023 Q1,0.14,12.83,
5285,2023 Q2,0.93,12.57,
5285,2023 Q3,0.46,13.25,
5285,2023 Q4,0.22,12.66,
5285,2024 Q1,0.55,11.86,
5285,2024 Q2,1.06,12.64,
5285,2024 Q3,0.06,13.47,
5285,2024 Q4,0.85,12.3,
5285,2025 Q1,0.43,13.35,
5285,2025 Q2,0.03,13.5,
5285,2025 Q3,0.55,14.02,
5285,2025 Q4,0.53,12.61,
5285,2026 Q1,1.0,13.57,
5287,2023 Q1,3.27,4.94,
5287,2023 Q2,3.73,5.43,
5287,2023 Q3,3.56,5.61,
5287,2023 Q4,2.83,5.53,
5287,2024 Q1,3.05,5.25,
5287,2024 Q2,3.44,5.75,
5287,2024 Q3,3.43,5.88,
5287,2024 Q4,3.2,5.73,
5287,2025 Q1,2.87,5.46,
5287,2025 Q2,3.39,6.1,
5287,2025 Q3,3.67,5.92,
5287,2025 Q4,4.01,5.71,
5287,2026 Q1,2.97,5.51,
5288,2023 Q1,3.57,18.36,
5288,2023 Q2,3.35,17.96,
5288,2023 Q3,4.04,17.31,
5288,2023 Q4,4.63,19.04,
5288,2024 Q1,3.91,17.75,
5288,2024 Q2,4.46,19.0,
5288,2024 Q3,2.47,17.35,
5288,2024 Q4,6.18,18.72,
5288,2025 Q1,3.78,18.92,
5288,2025 Q2,1.46,15.75,
5288,2025 Q3,3.51,15.33,
5288,2025 Q4,3.51,18.05,
5288,2026 Q1,3.59,20.61,
5289,2023 Q1,4.02,22.6,
5289,2023 Q2,2.66,19.31,
5289,2023 Q3,3.47,19.93,
5289,2023 Q4,2.96,21.3,
5289,2024 Q1,3.98,21.76,
5289,2024 Q2,3.26,21.9,
5289,2024 Q3,2.08,23.21,
5289,2024 Q4,2.97,22.28,
5289,2025 Q1,3.68,26.19,
5289,2025 Q2,2.02,30.28,
5289,2025 Q3,6.87,38.07,
5289,2025 Q4,9.26,48.07,
5289,2026 Q1,57.49,131.83,
5291,2023 Q1,0.28,2.72,
5291,2023 Q2,0.18,2.19,
5291,2023 Q3,0.02,2.27,
5291,2023 Q4,-0.14,2.28,
5291,2024 Q1,0.12,2.3,
5291,2024 Q2,0.32,2.54,
5291,2024 Q3,-0.1,2.61,
5291,2024 Q4,0.06,2.41,
5291,2025 Q1,0.01,2.57,
5291,2025 Q2,0.01,2.79,
5291,2025 Q3,0.23,2.78,
5291,2025 Q4,0.07,2.69,
5291,2026 Q1,0.17,3.22,
5292,2023 Q1,2.07,6.36,
5292,2023 Q2,2.65,3.99,
5292,2023 Q3,2.02,4.07,
5292,2023 Q4,3.02,6.48,
5292,2024 Q1,2.45,5.51,
5292,2024 Q2,2.26,4.54,
5292,2024 Q3,2.23,5.32,
5292,2024 Q4,3.15,7.1,
5292,2025 Q1,2.64,7.2,
5292,2025 Q2,2.24,6.65,
5292,2025 Q3,2.23,7.34,
5292,2025 Q4,5.28,7.43,
5292,2026 Q1,2.58,6.24,
5297,2023 Q2,0.05,1.34,
5297,2023 Q4,0.81,1.86,
5297,2024 Q2,0.55,1.44,
5297,2024 Q4,1.15,1.82,
5297,2025 Q2,-0.25,1.46,
5297,2025 Q4,0.41,1.91,
5299,2023 Q1,1.24,3.77,
5299,2023 Q2,2.1,4.68,
5299,2023 Q3,1.72,4.56,
5299,2023 Q4,0.06,4.33,
5299,2024 Q1,2.27,4.08,
5299,2024 Q2,1.77,4.4,
5299,2024 Q3,0.76,4.34,
5299,2024 Q4,1.14,4.1,
5299,2025 Q1,1.39,4.06,
5299,2025 Q2,-0.15,4.06,
5299,2025 Q3,2.06,3.64,
5299,2025 Q4,1.28,3.07,
5299,2026 Q1,1.65,3.87,
5301,2023 Q1,-0.14,0.32,
5301,2023 Q2,-0.17,0.51,
5301,2023 Q3,-0.07,0.68,
5301,2023 Q4,-0.23,0.85,
5301,2024 Q1,-0.06,0.98,
5301,2024 Q2,-0.16,1.12,
5301,2024 Q3,-0.02,0.86,
5301,2024 Q4,-0.2,0.72,
5301,2025 Q1,-0.12,0.52,
5301,2025 Q2,-0.27,0.57,
5301,2025 Q3,-0.12,0.51,
5301,2025 Q4,-0.85,0.76,
5301,2026 Q1,-0.18,0.58,
5302,2023 Q1,-0.08,0.03,
5302,2023 Q2,-0.09,0.05,
5302,2023 Q3,-0.07,0.03,
5302,2023 Q4,-0.1,0.01,
5302,2024 Q1,-0.06,0.03,
5302,2024 Q2,-0.07,0.04,
5302,2024 Q3,-0.07,0.04,
5302,2024 Q4,-0.07,0.03,
5302,2025 Q1,-0.09,0.03,
5302,2025 Q2,-0.08,0.05,
5302,2025 Q3,-0.02,0.06,
5302,2025 Q4,0.08,0.06,
5302,2026 Q1,-0.04,0.07,
5306,2023 Q1,1.94,13.14,
5306,2023 Q2,1.74,12.34,
5306,2023 Q3,1.27,11.62,
5306,2023 Q4,0.94,10.2,
5306,2024 Q1,1.21,11.02,
5306,2024 Q2,2.08,13.58,
5306,2024 Q3,2.54,13.66,
5306,2024 Q4,1.44,11.34,
5306,2025 Q1,3.11,12.75,
5306,2025 Q2,1.44,12.55,
5306,2025 Q3,1.72,11.08,
5306,2025 Q4,1.39,10.41,
5306,2026 Q1,1.79,13.41,
5309,2023 Q1,0.45,8.86,
5309,2023 Q2,0.36,7.36,
5309,2023 Q3,0.3,7.77,
5309,2023 Q4,0.33,8.8,
5309,2024 Q1,0.35,8.98,
5309,2024 Q2,0.28,7.53,
5309,2024 Q3,-0.2,6.94,
5309,2024 Q4,0.18,7.64,
5309,2025 Q1,0.12,8.73,
5309,2025 Q2,0.02,8.33,
5309,2025 Q3,-0.1,8.15,
5309,2025 Q4,0.23,8.73,
5309,2026 Q1,0.09,8.63,
5310,2023 Q1,1.03,0.01,
5310,2023 Q2,0.19,0.05,
5310,2023 Q3,-0.99,0.01,
5310,2023 Q4,-0.23,0.05,
5310,2024 Q1,1.31,0.0,
5310,2024 Q2,-0.11,0.0,
5310,2024 Q3,2.23,0.0,
5310,2024 Q4,-0.41,0.0,
5310,2025 Q1,0.51,0.0,
5310,2025 Q2,0.13,0.0,
5310,2025 Q3,0.35,0.0,
5310,2025 Q4,-0.47,0.0,
5310,2026 Q1,0.06,0.0,
5312,2023 Q1,1.96,9.72,
5312,2023 Q2,1.37,9.25,
5312,2023 Q3,1.97,9.87,
5312,2023 Q4,1.65,9.79,
5312,2024 Q1,2.37,10.24,
5312,2024 Q2,1.79,9.55,
5312,2024 Q3,2.49,10.13,
5312,2024 Q4,1.59,9.8,
5312,2025 Q1,2.0,10.01,
5312,2025 Q2,0.76,9.6,
5312,2025 Q3,2.6,10.4,
5312,2025 Q4,1.05,11.27,
5312,2026 Q1,1.48,11.25,
5314,2023 Q1,-0.33,0.04,
5314,2023 Q2,-0.28,0.03,
5314,2023 Q3,1.99,0.05,
5314,2023 Q4,0.74,0.73,
5314,2024 Q1,5.38,1.62,
5314,2024 Q2,3.31,1.21,
5314,2024 Q3,0.87,0.78,
5314,2024 Q4,8.69,2.68,
5314,2025 Q1,0.78,4.59,
5314,2025 Q2,0.8,6.23,
5314,2025 Q3,1.09,7.73,
5314,2025 Q4,2.89,11.19,
5314,2026 Q1,0.37,13.03,
5315,2023 Q1,0.31,4.54,
5315,2023 Q2,0.39,4.63,
5315,2023 Q3,0.23,3.53,
5315,2023 Q4,-0.08,2.88,
5315,2024 Q1,0.17,2.97,
5315,2024 Q2,0.36,3.89,
5315,2024 Q3,0.3,3.92,
5315,2024 Q4,0.38,4.77,
5315,2025 Q1,0.59,4.99,
5315,2025 Q2,0.34,5.06,
5315,2025 Q3,0.59,4.82,
5315,2025 Q4,0.37,5.16,
5315,2026 Q1,0.44,4.66,
5321,2023 Q1,1.06,8.12,
5321,2023 Q2,1.29,9.22,
5321,2023 Q3,0.22,8.38,
5321,2023 Q4,-0.47,6.94,
5321,2024 Q1,-0.77,7.11,
5321,2024 Q2,0.0,8.87,
5321,2024 Q3,0.2,9.03,
5321,2024 Q4,0.55,8.82,
5321,2025 Q1,0.06,7.34,
5321,2025 Q2,0.02,6.94,
5321,2025 Q3,0.0,7.04,
5321,2025 Q4,-0.36,7.1,
5321,2026 Q1,-2.37,5.69,
5324,2023 Q1,-0.2,1.35,
5324,2023 Q2,-0.22,1.28,
5324,2023 Q3,-0.07,1.51,
5324,2023 Q4,-0.03,1.96,
5324,2024 Q1,-0.17,1.68,
5324,2024 Q2,-0.22,1.52,
5324,2024 Q3,0.5,9.45,
5324,2024 Q4,0.58,13.27,
5324,2025 Q1,-0.06,2.39,
5324,2025 Q2,-0.05,2.2,
5324,2025 Q3,-0.2,1.52,
5324,2025 Q4,0.26,5.48,
5324,2026 Q1,-0.11,1.77,
5328,2023 Q1,0.08,2.52,
5328,2023 Q2,0.19,2.82,
5328,2023 Q3,0.18,2.7,
5328,2023 Q4,0.01,2.15,
5328,2024 Q1,0.04,1.76,
5328,2024 Q2,0.04,2.0,
5328,2024 Q3,0.05,2.46,
5328,2024 Q4,0.26,2.44,
5328,2025 Q1,0.05,2.08,
5328,2025 Q2,0.03,2.21,
5328,2025 Q3,0.13,2.28,
5328,2025 Q4,0.18,2.27,
5328,2026 Q1,0.11,2.34,
5340,2023 Q1,0.01,2.8,
5340,2023 Q2,-0.01,2.48,
5340,2023 Q3,0.06,3.09,
5340,2023 Q4,0.07,3.95,
5340,2024 Q1,0.16,4.33,
5340,2024 Q2,0.19,4.54,
5340,2024 Q3,0.13,5.52,
5340,2024 Q4,0.29,5.32,
5340,2025 Q1,0.27,5.15,
5340,2025 Q2,0.11,5.88,
5340,2025 Q3,0.41,5.73,
5340,2025 Q4,0.41,6.01,
5340,2026 Q1,0.46,6.29,
5344,2023 Q1,-0.18,0.54,
5344,2023 Q2,-0.02,0.67,
5344,2023 Q3,0.06,0.78,
5344,2023 Q4,0.25,0.99,
5344,2024 Q1,0.15,0.86,
5344,2024 Q2,0.16,0.88,
5344,2024 Q3,0.13,0.95,
5344,2024 Q4,0.1,0.84,
5344,2025 Q1,-0.12,0.72,
5344,2025 Q2,-0.18,0.9,
5344,2025 Q3,-0.08,0.85,
5344,2025 Q4,0.0,0.94,
5344,2026 Q1,0.02,0.91,
5345,2023 Q1,-0.03,0.01,
5345,2023 Q2,-0.19,0.01,
5345,2023 Q3,-0.13,0.02,
5345,2023 Q4,-0.69,0.02,
5345,2024 Q1,-0.63,0.01,
5345,2024 Q2,-1.08,0.01,
5345,2024 Q3,-0.07,0.02,
5345,2024 Q4,-2.26,0.03,
5345,2025 Q1,-0.1,0.02,
5345,2025 Q2,-0.17,0.01,
5345,2025 Q3,-0.04,0.07,
5345,2025 Q4,-0.02,0.13,
5345,2026 Q1,-0.05,0.07,
5347,2023 Q1,0.83,81.87,
5347,2023 Q2,1.22,98.54,
5347,2023 Q3,0.99,105.57,
5347,2023 Q4,1.46,96.74,
5347,2024 Q1,0.78,96.33,
5347,2024 Q2,1.1,110.65,
5347,2024 Q3,1.3,118.04,
5347,2024 Q4,1.04,115.53,
5347,2025 Q1,1.31,119.49,
5347,2025 Q2,1.11,116.99,
5347,2025 Q3,0.93,123.49,
5347,2025 Q4,0.95,125.94,
5347,2026 Q1,1.22,125.32,
5348,2023 Q1,0.09,0.31,
5348,2023 Q2,0.05,0.87,
5348,2023 Q3,0.09,0.69,
5348,2023 Q4,-0.01,0.82,
5348,2024 Q1,-0.13,0.58,
5348,2024 Q2,-0.08,0.63,
5348,2024 Q3,-0.46,0.65,
5348,2024 Q4,0.17,0.86,
5348,2025 Q1,-0.4,0.52,
5348,2025 Q2,-0.42,0.61,
5348,2025 Q3,-0.2,0.73,
5348,2025 Q4,-0.47,0.82,
5348,2026 Q1,-0.23,0.67,
5351,2023 Q1,-0.78,5.62,
5351,2023 Q2,-0.48,7.41,
5351,2023 Q3,-0.96,6.61,
5351,2023 Q4,-0.89,6.98,
5351,2024 Q1,-0.65,8.47,
5351,2024 Q2,-0.39,10.18,
5351,2024 Q3,-0.34,9.29,
5351,2024 Q4,-0.4,6.8,
5351,2025 Q1,-0.61,6.27,
5351,2025 Q2,-0.7,7.45,
5351,2025 Q3,-0.43,10.7,
5351,2025 Q4,0.21,15.95,
5351,2026 Q1,1.88,27.35,
5353,2023 Q1,0.63,5.14,
5353,2023 Q2,0.82,5.27,
5353,2023 Q3,0.58,4.88,
5353,2023 Q4,0.11,4.52,
5353,2024 Q1,0.52,4.84,
5353,2024 Q2,0.57,4.41,
5353,2024 Q3,0.66,5.05,
5353,2024 Q4,0.4,4.34,
5353,2025 Q1,0.53,4.45,
5353,2025 Q2,-0.03,4.34,
5353,2025 Q3,0.5,4.69,
5353,2025 Q4,0.38,4.83,
5353,2026 Q1,0.5,4.25,
5355,2023 Q1,-0.12,1.43,
5355,2023 Q2,-0.14,1.27,
5355,2023 Q3,-0.22,1.11,
5355,2023 Q4,-0.34,1.16,
5355,2024 Q1,-0.18,1.21,
5355,2024 Q2,-0.18,1.3,
5355,2024 Q3,-0.29,1.27,
5355,2024 Q4,-0.28,1.04,
5355,2025 Q1,-0.04,1.17,
5355,2025 Q2,-0.42,1.24,
5355,2025 Q3,-0.36,1.01,
5355,2025 Q4,-0.3,1.21,
5355,2026 Q1,-0.14,1.19,
5356,2023 Q1,0.78,7.75,
5356,2023 Q2,-0.41,6.8,
5356,2023 Q3,0.01,7.08,
5356,2023 Q4,5.1,11.57,
5356,2024 Q1,1.14,8.66,
5356,2024 Q2,0.57,8.82,
5356,2024 Q3,0.1,11.02,
5356,2024 Q4,0.36,10.28,
5356,2025 Q1,0.27,8.7,
5356,2025 Q2,-1.02,7.81,
5356,2025 Q3,0.91,8.88,
5356,2025 Q4,0.28,8.15,
5356,2026 Q1,0.28,7.8,
5364,2023 Q1,-0.53,1.05,
5364,2023 Q2,-0.65,1.14,
5364,2023 Q3,-0.13,1.37,
5364,2023 Q4,-0.46,1.2,
5364,2024 Q1,-0.45,0.83,
5364,2024 Q2,-0.58,0.79,
5364,2024 Q3,-0.61,1.09,
5364,2024 Q4,0.25,1.5,
5364,2025 Q1,-0.32,0.7,
5364,2025 Q2,-0.29,0.83,
5364,2025 Q3,-0.12,0.84,
5364,2025 Q4,-0.04,0.75,
5364,2026 Q1,-0.14,0.59,
5371,2023 Q1,0.65,95.71,
5371,2023 Q2,1.05,96.33,
5371,2023 Q3,1.2,104.0,
5371,2023 Q4,0.66,98.88,
5371,2024 Q1,0.37,91.2,
5371,2024 Q2,0.72,99.69,
5371,2024 Q3,0.52,106.94,
5371,2024 Q4,0.49,98.87,
5371,2025 Q1,0.05,84.74,
5371,2025 Q2,0.15,98.58,
5371,2025 Q3,0.24,99.48,
5371,2025 Q4,0.51,112.97,
5371,2026 Q1,-0.3,93.62,
5381,2023 Q1,0.01,2.09,
5381,2023 Q2,0.17,5.13,
5381,2023 Q3,0.07,1.83,
5381,2023 Q4,-0.22,2.84,
5381,2024 Q1,0.27,7.53,
5381,2024 Q2,0.12,4.66,
5381,2024 Q3,0.19,5.82,
5381,2024 Q4,0.35,5.32,
5381,2025 Q1,0.34,6.72,
5381,2025 Q2,0.12,4.32,
5381,2025 Q3,0.19,5.87,
5381,2025 Q4,0.07,5.06,
5381,2026 Q1,0.22,4.57,
5383,2023 Q1,-0.17,3.31,
5383,2023 Q2,-0.33,3.52,
5383,2023 Q3,-0.41,3.17,
5383,2023 Q4,-0.55,2.8,
5383,2024 Q1,-0.49,2.74,
5386,2023 Q1,0.44,3.79,
5386,2023 Q2,0.48,5.8,
5386,2023 Q3,0.32,4.68,
5386,2023 Q4,1.07,5.47,
5386,2024 Q1,1.04,7.13,
5386,2024 Q2,0.14,4.81,
5386,2024 Q3,0.39,18.01,
5386,2024 Q4,1.83,14.42,
5386,2025 Q1,1.27,12.47,
5386,2025 Q2,1.28,12.48,
5386,2025 Q3,0.65,8.71,
5386,2025 Q4,5.58,25.18,
5386,2026 Q1,43.05,86.13,
5388,2023 Q1,1.97,156.59,
5388,2023 Q2,2.05,156.66,
5388,2023 Q3,2.53,156.25,
5388,2023 Q4,2.62,156.34,
5388,2024 Q1,2.35,161.93,
5388,2024 Q2,1.84,137.11,
5388,2024 Q3,1.83,134.6,
5388,2024 Q4,1.72,134.25,
5388,2025 Q1,1.02,113.54,
5388,2025 Q2,1.13,122.15,
5388,2025 Q3,1.0,147.47,
5388,2025 Q4,0.89,156.83,
5388,2026 Q1,1.01,166.46,
5392,2023 Q1,-0.25,20.47,12.34
5392,2023 Q2,0.56,22.76,15.51
5392,2023 Q3,0.11,25.54,17.63
5392,2023 Q4,-0.09,25.44,18.59
5392,2024 Q1,-0.04,21.99,15.69
5392,2024 Q2,0.33,24.63,17.12
5392,2024 Q3,-0.14,23.56,15.15
5392,2024 Q4,0.03,24.16,16.06
5392,2025 Q1,-0.22,20.86,14.92
5392,2025 Q2,-0.35,21.94,15.04
5392,2025 Q3,0.16,21.84,15.31
5392,2025 Q4,0.13,22.33,15.5
5392,2026 Q1,-0.3,21.46,14.72
5398,2023 Q1,-0.29,0.5,12.3
5398,2023 Q2,0.0,0.57,25.76
5398,2023 Q3,-0.1,0.5,20.59
5398,2023 Q4,-0.26,0.36,6.68
5398,2024 Q1,0.03,0.39,34.64
5398,2024 Q2,0.16,0.65,40.68
5398,2024 Q3,0.05,0.68,35.47
5398,2024 Q4,-0.03,0.66,30.64
5398,2025 Q1,-0.2,0.26,-6.73
5398,2025 Q2,0.37,0.76,52.59
5398,2025 Q3,0.12,0.72,35.72
5398,2025 Q4,0.06,0.56,37.93
5398,2026 Q1,-0.22,0.29,0.47
5403,2023 Q1,1.71,6.22,39.86
5403,2023 Q2,2.47,6.65,40.12
5403,2023 Q3,2.3,7.26,41.26
5403,2023 Q4,1.89,7.53,37.83
5403,2024 Q1,1.71,7.05,38.84
5403,2024 Q2,1.87,7.47,39.93
5403,2024 Q3,1.89,7.12,42.51
5403,2024 Q4,2.97,9.92,35.96
5403,2025 Q1,1.93,8.47,35.9
5403,2025 Q2,1.99,8.24,39.59
5403,2025 Q3,1.87,7.32,44.16
5403,2025 Q4,2.77,10.02,39.28
5403,2026 Q1,1.42,7.69,36.91
5410,2023 Q1,0.32,7.83,18.79
5410,2023 Q2,0.65,8.45,21.19
5410,2023 Q3,0.49,8.35,19.99
5410,2023 Q4,0.66,9.95,15.73
5410,2024 Q1,0.41,7.94,19.7
5410,2024 Q2,0.36,9.24,16.64
5410,2024 Q3,0.34,9.88,15.06
5410,2024 Q4,0.5,11.91,13.94
5410,2025 Q1,0.65,13.38,14.47
5410,2025 Q2,0.7,8.25,24.03
5410,2025 Q3,0.44,13.41,13.17
5410,2025 Q4,0.56,8.82,22.73
